Sujeto;Texto
S3H;Federico vive en Caballito en la calle Bacacay se levanta a las 7 30 de la mañana va al baño a higienizarse se pone gel se lava la cara los dientes después va a su guardarropas esta indeciso entre dos camisas una azul a cuadros y una negra rayada Elige la segunda Después desayuna dos tostadas con dulce de leche y un café con leche y va hasta la estación de tren de Caballito al final del andén Después de 15 minutos viene el tren lo toma hacia su trabajo que queda en la calle Saavedra que queda en el barrio de Once saluda a sus compañeros se prepara un café y se sienta en la computadora a enviar unos mails Al finalizar la jornada laboral saluda a sus compañeros y se dirige a tomar el subte para regresar a su casa Cuando regresa a su casa se pone a limpiar el patio y después se pone a jugar a unos jueguitos que bajó la noche anterior en la play uno de carreras Pero se aburre y decide prepararse un té verde y leer un libro
S3H;Federico vive en caballito en la calle Bacacay se levanta a las 7 30 de la mañana va al baño a higienizarse se lava la cara los dientes después va a su guardarropa está indeciso entre dos camisas una azul a cuadros y una negra rayada Elige la segunda Después va a desayunar desayuna dos tostadas con dulce de leche y un café conleche y va hasta la estación de tren Caballito al final del andén Después de 15 minutos viene el tren y lo toma hasta su trabajo que queda en la calle Saavedra en el barrio de Once Saluda sus compañeros se prepara un café y se sienta en la computadora a mandar unos mails Al finalizar la jornada laboral saluda a sus compañeros y se va a tomar el subte para regresar a su casa Cuando regresa a su casa se pone a limpiar el patio y después se pone a jugar a unos jueguitos que bajó la noche anterior en la play Uno era de carreras pero se aburre y decide prepararse un té verde y leer un libro
S4H;Como todos los días Juana se levantaba a las 7 30 de la mañana desayuna un café con leche con dos tostadas con manteca y mermelada de frutilla Se arregló bajó hasta la estación Ministro Carranza para dirigirse hacia Recoleta donde queda su trabajo Una vez que llegó a la oficina realizó llamadas hacia proveedores que habían quedado pendientes A las 8 y 30 de la mañana respondía correos electrónicos atrasados Luego se reunió con su jefa a eso del mediodía tuvo una reunión en la cual se discutía el lanzamiento de la marca Ladysoft de toallitas femeninas Luego de la reunión llamó al delivery encargó su comida y en su horario de descanso almorzó Luego de su trabajo se dirigió al supermercado compró lácteos y verduras pagó en efectivo Fue a su casa dejó las cosas en la heladera se preparó se cambió se puso su ropa deportiva eligió su música preferida corrió durante 40 minutos y cuando volvió se bañó se preparó para ir a una cita que tenía por Tinder a un bar en la calle Tacuarí Mientras esperaba a su cita se sentó junto a la barra a tomar unos tragos A eso de la medianoche llegó a su casa se acostó se puso a leer el libro del psicoanálisis Después empezó a ver las redes sociales y después de media hora pudo dormir
S4H;Juana se levanta a las 7 30 de la mañana como todos los días se prepara su café con leche con tostadas con mermelada de frutilla cuando termina de desayunar se arregla baja hacia la estación Ministro Carranza para ir a su trabajo que queda en Recoleta Una vez que llega a la oficina recuerda que tiene que hacer llamados que le quedaron pendientes a proveedores A eso de las 8:30 de la mañana chequea correos electrónicos atrasados Luego se reúne con su jefa y masomenos al mediodía tiene otra reunión en la cual se discute el nuevo lanzamiento de la marca Ladysoft de toallitas femeninas Luego de la reunión pide su comida por delivery y come en su horario de descanso Una vez finalizado su trabajo va al supermercado compra lacteos y verduras los paga en efectivo y se dirige hacia su casa Cuando llega a su casa guarda las cosas del supermercado en la heladera y se cambia se pone la ropa de entrenamiento la cual como todos los días hace su rutina de 40 minutos de correr en la plaza del barrio Cuando termina se baña y se va a una cita que tenía en Tinder en un bar en la calle Tacuarí  se sienta junto a la barra esperar a la persona con la que quedó para verse A eso de la medianoche ella llega a la casa se recuesta se pone a leer el libro del psicoanálisis luego mira las redes y después de media hora se logra dormir
S4H;Luego de una noche de sueño placentero Federico se levanta a las 7 y 30 de la mañana en su casa ubicada en la calle Bacacay en el barrio de Caballito Luego de levantarse abre su armario donde tiene todas sus camisas y tiene dos opciones a cuadritos azules o rayada de colores Elige la opción 2 rayada Luego va al baño se peina se pone gel se lava los dientes y la cara Luego va a la cocina pone la pava para tomar mate se prepara dos tostadas con queso crema y dulce de leche Luego de desayunar agarra su bolso a eso de las 8 de la mañana y se dirige hacia la puerta de la casa Es un día soleado y húmedo Camina 5 cuadras hasta la estación de tren de Caballito Una vez que llega a la estación va al final del andén y espera 15 minutos Llega a la empresa saluda a sus compañeros se prepara un café prende la computadora se pone a realizar llamados Luego que termina su trabajo saluda a sus compañeros se dirige hacia su casa toma el subte y decide ponerse a limpiar el patio de su casa Luego de eso se pone a jugar a la playstation la noche anterior había comprado dos videojuegos y quería probarlos mientras jugaba pensaba que iba a cocinar a la noche Se aburrió de jugar a la PlayStation se sentó a tomarse un té verde bajo la ventana a leer un libro
S4H;Después de una noche de sueño placentera a las 7 y 30 de la mañana Federico se levanta en su casa situada en la calle Bacacay en el barrio de Caballito Abre su armario tiene dos opciones la camisa cuadritos azul o la rayada a colores Elige la rayada Se dirige al baño se higieniza se lava la cara los dientes se pone gel se peina y va hacia la cocina a poner la pava para tomar mate se prepara dos tostadas con queso crema y dulce de leche Luego de finalizar el desayuno agarra su bolso y se dirige hacia la puerta de su edificio Al salir el día está soleado y húmedo Camina 5 cuadras hacia la estación Caballito se va hasta el final del andén y espera 15 minutos a que llegue el tren Cuando llega el tren se dirige hacia el trabajo en el barrio de Once Llega a su trabajo saluda a sus compañeros se prepara un café se sienta a realizar llamados que quedaron pendientes luego de finalizar su horario de trabajo sale va hacia la estación de subte para volver a su casa llega a su casa decide arreglar su patio Una vez que finaliza de arreglar su patio se sienta a jugar a la play y prueba los dos jueguitos que compró la noche anterior Mientras juega con la play piensa que es lo que va a cocinar Se aburre de jugar a la play  se sienta a leer un libro y se toma un té verde
S5NH;Laura después de una noche tranquila se levanta a las 7 30 en su casa de Palermo. Desayuna un café con leche con tostadas con manteca y dulce de frutillas y agarra su bolso y se va al trabajo se toma el subte línea D y se baja en Recoleta. Cuando llega a la oficina se acuerda que tiene que llamar a proveedores y al diseñador gráfico y se toma otro café más tarde tiene otra reunión con su jefa a las 8:30. Antes del mediodía tiene otra reunión con el equipo sobre el nuevo lanzamiento de unas toallitas LadySoft. Después pide la comida por Delivery y cuando sale, pasa primero a hacer las compras. Le faltaban lácteos y verduras. Paga en efectivo. de ahí se va a la casa, cuando llega a la casa se saca la ropa del trabajo se pone ropa deportiva, agarra una botella de agua y sale a correr por 40 minutos. Hace siempre el mismo recorrido. vuelve de correr, se baña y se prepara para ir a una cita que había conocido a alguien por Tinder. Vuelve a su casa a la medianoche, se acuesta, lee un libro el psicoanalista y después de media hora logra conciliar el sueño.
S5NH;Laura se levanta a las 7 y 30 después de una noche tranquila en su casa en el barrio de Palermo, vive en un cuarto piso, desayuna tostadas con manteca y mermelada de frutilla y un café con leche, después se prepara agarra su bolso y se va al trabajo. Se toma la línea D del subte y se baja en recoleta. Llega al trabajo y se toma otro café con leche a las 8:30 tenía una reunión con proveedores y más tarde con su jefa, después de eso tuvo una reunión con su equipo porque iban a sacar un comercial de toallitas femeninas Lady soft, después cerca del mediodía pide delivery, almuerza, después vuelve a su casa a la tarde llega se cambia la ropa se pone la ropa deportiva, sale a correr hace siempre el mismo recorrido cuando vuelve se lleva una botella de agua y cuando vuelve se cambia se arregla se baña porque tiene una cita con alguien que conoció en Tinder. Sale, lo espera sentada en la barra, se iban a encontrar en un bar. A la noche vuelve y antes de irse a dormir chequea sus redes sociales, lee un libro el Psicoanalista y se acuesta. En las imágenes, la primera imagen era una habitación con la cama desarreglada, un acolchado gris, una mesa de luz , una habitación muy luminosa. En la segunda aparece ella sentada, en la tercera se muestra un poco más de su casa, después la imagen de la estación de subte había bastante gente. Después está la imagen de la oficina , donde ella se sienta en la computadora había una silla de color negro, había unas estanterías blancas, después de eso es la imagen de la reunión, había mucha gente , una oficina más grande, una mesa amplia, Luego de eso estaba la imagen de nuevo de un escritorio con la bolsa de la comida que había pedido, también pasaba a ser unas compras en la imagen estaba los lácteos y frutas y verduras. Pagaba en efectivo. Todo muy colorido. Después la imagen de la casa con las bolsas de compra arriba de la mesa, había una mesada en el medio, después cuando ella se cambia y sale a correr está ella corriendo muchos arboles en el fondo tenía puesto un topcito violeta después la entrada de la casa tenía lucecitas en la vereda, bueno y después la imagen de ella leyendo de costado en la cama, con el libro.
S5NH;Luego de una noche tranquila Federico se levanta en su casa ubicada en la calle Bacacay en Caballito. Se levanta va al baño se cepilla los dientes, después va a elegir una camisa en su armario está entre dos opciones una a lunares y otra azul a rayas y elige ponerse la azul. Va a la cocina pone a calentar la pava para tomar mate se hace dos tostadas con queso y dulce de leche. De ahí se dirige a la calle, el dia esta calido pero húmedo, se dirige hacia la estación de tren de caballito. Después de 15 minutos llega el tren. Llega al trabajo ,se toma un café prende la computadora y empieza a trabajar. A la hora que finaliza su jornada laboral sale va a la casa cuando llega a la casa va a jugar un rato a la play y se descargó dos juegos la noche anterior, uno de carreras y el otro no me acuerdo. Los quería probar después de un rato se aburrió mientras pensaba que preparar para la cena. fue a leer un libro en frente a la ventana para tomar aire fresco, se preparó un té verde y se puso a leer. En la primer imagen está él, tapado, unas sábanas a rayas, en la segunda imagen hay un armario bastante grande con muchas camisas y mucha ropa, la tercera es un baño todo blanco, la cuarta es la cocina muy blanca tiene una heladera plateada, un microondas plateado también y utensilios colgados.La otra imagen es él , tiene una mochila puesta, va caminando por la calle, en otra se muestra la imagen de la estación de caballito, es un tren celeste, en la oficina se ve la taza de café arriba de la mesa, la computadora, libros, después es él jugando con el joystick de la play de color azul, después de eso está él sentado frente a la ventana. La habitación parecía cómoda.
S5NH;Luego de una noche tranquila Federico se levanta a la mañana en su casa ubicada en Caballito, se levanta va al baño, se cepilla los dientes luego va a su armario y elige para ponerse entre dos opciones de camisa, una rayada azul después de ahí va a su cocina se prepara unos mates con tostadas para desayunar, tostadas con queso crema y dulce de leche o manteca y dulce de leche. Sale a la calle, es un día soleado pero húmedo. Va a la estación del tren, se toma el tren para ir al trabajo, cuando sale del trabajo vuelve a la casa se despide de los compañeros, vuelve a la casa limpia el patio se sienta a jugar a la play que estuvo descargando juegos el día anterior uno de carrera y otro de peleas. Los prueba después de un rato se aburre y se sienta a leer el libro frente a la ventana se prepara un té. En la primer imagen está él levantándose, es un chico con barba. El baño es bastante blanco, el armario se ve amplio con muchas camisas colgadas bastante ropa. Después la cocina, blanca con una heladera, un microondas plateado. Después el saliendo del edificio en la calle, después la calle en si, la estación del tren y el tren, con bastante gente, después el trabajo hay una oficina, después se ve a él limpiando el patio, hay un silloncito y el limpian los vidrios. Después de eso el sentado jugando a la play de espaldas, el joystyck era azul. Y después él sentado en un escritorio que le da el sol, leyendo un libro y con su taza de té blanca sobre el escritorio.
S6NH;Juana se levanta temprano para ir a trabajar, la cama estaba hecha, se levanta a tomar un café, agarra su bolso para ir a trabajar, después Juana llega a la oficina donde tenía que entregar unos documentos, después se junta con los amigos en otra oficina, que tiene que hacer algo de las toallitas Ladysoft, después de terminar el ciclo de trabajo se va a comprar alimentos al supermercado, va a la casa, guarda los alimentos, va a caminar siempre por el mismo camino, media hora, después se va a un bar a encontrarse con un chico que conoció por Tinder, después se va a su casa y después de media hora logra conciliar el sueño .
S6NH;Juana se levanta para ir a trabajar la cama está hecha se toma su café se va para el trabajo va a su oficina se nota que tiene trabajo en la oficina,después se junta con los compañeros de trabajo eran 4 hombres y 3 mujeres. Después Juana se va al mercado, se compra su alimento, se va para la casa, en la parte de alimento era todo comida frutas, todo vegetariano. Después se va a correr, tipo tardecita. después se va a encontrar con un chico que conoció en Tinder en un restaurante. Después mira un video en el celular hasta que le agarren ganas de dormir, y se va a dormir.
S6NH;Federico se levanta a las 7:30 en la calle Bacacay se levanta abre el armario y decide entre dos camisas una de rayas y una azul . Elige la segunda opción. Se va al baño, se lava la cara , se peina, se cepilla los dientes, después de eso, se hace dos tostadas y toma el mate. Después del desayuno camina dos cuadras, para tomar el tren que tarda 15 minutos masomenos. Cuando llega al trabajo, saluda a sus compañeros y se pone a atender llamadas. Cuando termina su día laboral , vuelve a saludar a los compañeros y se toma el subte para hacer el mismo recorrido. Se pone a descansar y a jugar a la PlayStation 4, ya que el día anterior se había descargado dos juegos. Uno de carreras y uno de aventuras. Los juegos lo aburren y se va a sentar frente a una ventana a tomarse un té .
S6NH;Se levanta a las 7:30 y se dirige al armario para ponerse una camisa, una a cuadros y otra rayada elige la 2da. Después de eso va al baño, se lava la cara se cepilla los dientes se pone gel y se higieniza, Después de eso va a la cocina, se hace dos tostadas y toma mate. Cuando termina todo, va al trabajo. Va a la estación y camina 5 cuadras. El día está soleado. Después de eso llega al trabajo saluda a sus compañeros y atiende el telefono, Cuando termina su jornada laboral se va a su casa y se pone a jugar a la play a dos juegos. uno de autos y uno de aventuras. Después se va a tomar un té verde y se pone a leer un libro.
S8NH;Juana se levanta a las 5:30 de la mañana, prepara todas sus cosas agarra su bolso y se va para el trabajo . Se toma un café antes. Se toma el subte el trabajo queda en Recoleta. Llega a la oficina tiene 2 reuniones. a las 8:30 se toma otro café. Tiene una reunión con gente de productores ejecutivos de toallitas femeninas LadySoft. Después de eso pide comida por delivery. en su hora de descanso almuerza, una vez que termina su jornada laboral pasa por el supermercado, compra lácteos, y un par de cosas más y paga en efectivo. Una vez que llega a su casa, se pone su equipo de gimnasia, escucha música alegre, sale a correr y hace su mismo recorrido. Después tiene una cita con alguien que conoció por Tinder, y alrededor de la medianoche se acuesta a dormir, revisa sus redes sociales, y después de 30 minutos logra conciliar el sueño.
S8NH;Ana se levanta muy temprano, en la primer imagen se ve su departamento hay mesas silla televisor, una ventana, por la ventana se ven edificios, una mesita ratona un sillón, todo es muy blanco. Se levanta temprano se prepara un café y se va al trabajo. Agarra su bolso, va al trabajo, cuando llega recuerda que tiene dos reuniones, en el trabajo se ven los escritorios y dos sillas, los cuadros un sillón de espera y la puerta. Luego va a la reunión ,en la reunión hay 5 o 6 personas. Después de la reunión pasa por el supermercado, en la góndola de los lácteos compra cosas que necesita para la casa y paga en efectivo. después de eso, se iba a su departamento, se vestía de gimnasia y salía a correr, se ponía música y se la ve a ella corriendo por la vereda, tenía puestos auriculares, una calza negra, y una remera naranja. Después de eso, se va a una cita con una persona que conoció por Tinder, se va a un bar con mesitas en la vereda, medio rústico, y después de eso se va a su casa a dormir.
S8NH;Luego de una noche tranquila durmiendo plácidamente Federico se levanta a las 7:30 se dirige al baño para higienizarse,primero se dirige a su armario y elige una de sus camisas una azul a cuadros y luego va al baño para higienizarse, se lava los dientes y se peina con gel. se prepara un desayuno, un café con leche con tostadas con dulce de leche y a eso de las 8 sale para su trabajo. Camina unas 5 cuadras hasta la estación de Caballito, el día está soleado pero un poco húmedo, camina hacia el final del andén y el tren tarda unos 15 minutos en llegar. Luego llega a su trabajo se prepara un café enciende su computadora y empieza a contestar las llamadas. Luego de su jornada laboral, se va regresa a su casa, saluda a sus compañeros y regresa a su casa y decide limpiar el patio. Después de limpiar el patio se sienta en el sillón a jugar a la play 4, porque la noche anterior se había descargado dos juegos uno de carreras y otro de disparos mientras piensa que va a comprar para cenar. Se aburre y se sienta en el escritorio a leer un libro en un lugar fresco.
S8NH;Federico se levanta a las 7:30, 8:00 , en la imagen se lo ve muy cómodo, contento , relajado, se viste para ir al trabajo elige una camisa a cuadros se ve una imagen con un vestidor con espejo todo muy blanco, camina 4 cuadras hacia la estación de Caballito y se ve la imagen de la estación de caballito . Espera el tren aproximadamente 15 minutos y viaja hacia el trabajo. llega al trabajo saluda a todos sus compañeros, vuelve a la casa , decide jugar un rato a la play, a unos juegos que se había descargado la noche anterior uno de guerra y otro de futbol, se aburre rapido y se sienta a leer un libro, y se ve la imagen de él sentado frente a un escritorio donde entra un poco de luz. y se acuesta a dormir.
S9H;La chica vive en la calle Charcas en un departamento en el 4to piso, se levanta toma un café con leche y tostadas , se arregla y se va a tomar el subte para ir al trabajo que queda en Recoleta, tiene que hacer unos llamados antes de empezar a trabajar que es llamar al diseñador gráfico , y a los proveedores. 8:30 empieza a ver los mails que tenía atrasados y cuando termina se reúne con la jefa, tiene una reunión para el lanzamiento de un nuevo producto, de la marca Lady Soft de toallitas femeninas. Pide delivery, come, al finalizar la jornada laboral va al supermercado compra lácteos y verduras que le hacían falta, paga en efectivo. se va a la casa, agarra la ropa deportiva música alegre una botella de agua y se va a correr, 40 minutos. Vuelve se baña, y se va a una cita que había quedado en la calle Tacuarí. Se sienta en la barra, espera a la cita, vuelve a la casa a medianoche, lee el libro el psicoanalista, chequea las redes sociales y luego de media hora le agarra sueño.
S9H;Lo que me acuerdo es que la chica vivía en un cuarto piso en un departamento en la calle Charcas, desayunaba se bañaba se iba a tomar el subte en la línea D, se bajaba en facultad de medicina que era su trabajo, llegaba, tenía que tomarse un cafecito, chequeaba los mails, llamaba a unos proveedores, iba a una reunión con la jefa, después se fue a una reunión con los compañeros por un nuevo producto que iban a lanzar de la marca de toallitas femeninas LadySoft. Después pedía delivery para almorzar, comía, después del trabajo se volvía a la casa, se duchaba se ponia ropa deportiva música alegre y se iba a correr por 40 minutos. Volvía , se bañaba y se preparaba para ir a la cita que tenía en el centro, tomó una cerveza en la barra, volvió a la casa a medianoche leyó un libro y a la media hora se durmió.
S9H;Federico vive en la calle Bacacay en el barrio de Flores. Se levanta a las 7 30. Elige que camisa se va a poner, la azul a cuadros o la rayada de colores , va al baño se cepilla los dientes se higieniza, desayuna mate con dos tostadas con queso y dulce de leche. Alrededor de las 8 sale a la estación Caballito, llega se camina hasta el final del andén espera 15 minutos toma el tren y se dirige al trabajo que queda en la calle Saavedra en el barrio de Once. Llega , se prepara un café saluda a sus compañeros, prende la computadora y se pone a hacer llamados. Después sale del trabajo, se toma el subte para ir a la casa llega a la casa se pone a jugar a la play, con los dos juegos que se descargó el día anterior, se pone a pensar que va a cenar, como el juego lo aburre se sienta al lado de la ventana a leer un libro y a tomar aire fresco.
S9H;Bueno el chico vive en un departamento en la calle Bacacay en flores. Se levanta a las 7: 30, elige qué camisa ponerse, elige la rayada, se asea, desayuna y sale. Se toma el tren, va caminando 5 cuadras hasta la estación de Flores, se toma el tren y va hasta once, se baja y va a su trabajo que queda en la calle Saavedra, se hace un café, saluda a los compañeros. se pone a trabajar, al salir del trabajo vuelve a la casa, se pone a jugar a la play con los dos jueguitos que había comprado el día anterior. Mientras juega a la play piensa que va a hacer de cenar, se aburre y se pone a leer un libro al lado de la ventana para tomar un poco de sol.
S10H;Juana se levanta 7am toma café con leche con dos tostadas, vive en Palermo se dirige a su trabajo revisa sus mail después se reúne en una junta de las toallitas ladysoft, termina la junta almuerza  después va a hacer las compras compra lácteos. Llega a su casa y los guarda, se quita la ropa del trabajo se pone su ropa deportiva se va a hacer ejercicio y siempre realiza el mismo recorrido después vuelve a su casa y se prepara para una cita que tuvo por tinder. en un café y después va a su casa revisa las redes sociales se acuesta a media noche después de trenta minutos logra conciliar el sueño.
S10H;Estaba la cama no estaba tendida se levantaba a las 7am se iba al trabajo era una oficina con una computadora abierta desayunaba un café con dos tostadas, después se iba a una reunión en la reunión había cuatro mujeres y tres hombres después de la reunión va al supermercado a comprar leche después se saca la ropa del trabajo y se va a hacer ejercicio. tenía un equipo deportivo rosado nunca realiza el mismo recorrido luego va a su casa y se cambia para una cita de tinder en un café después de la cita vuelve a su casa revisa las redes sociales después de media hora logra conciliar el sueño.
S10H;Federico se levanta 7:30am después de una noche tranquila larga de sueño se dirige hacia su ropero para vestirse no sabe qué ponerse si elegir la camisa azul a cuadros o la de colores a rayas, se decide por la segunda se dirige al baño a higienizarse se lava la cara lo vi a él durmiendo las camisas tenia un monton no solamente las que nombra se dirige al baño que es todo blanco toallas rosadas se lava la cara,se peina, se cepilla los dientes, se pone gel en el pelo, se prepara el desayuno pone la pava para el mate dos tostadas con queso crema y dulce de leche alrededor de las ocho se dirige a la puerta agarra su mochila se va a su trabajo camina cinco cuadras hasta la estación.Vive en caballito el dia esta soleado pero húmedo cuando llega al andén espera quince minutos y llega el tren se dirige a su trabajo que queda en saavedra en el barrio de once saluda a sus compañeros se prepara un café y empieza atender llamadas después de la hora de trabajo se toma el subte, se va a su casa y decide limpiar el patio después de eso va jugar a la play por que noche anterior se compro dos juegos uno de aventura y otro de carrera le aburrio el juego entonces se dirige a la ventana se prepara un té verde y se pone a leer un libro.
S10H;Federico después de una noche larga de sueño se despierta en el ropero había varias camisas no sabe cual ponerse si la azul a rayas o la de colores a cuadro se decide por la azul, se va al baño habia toallas colgadas se lava los dientes se lava la cara se pone gel en el cabello va a la cocina para el desayuno se prepara mate lo acompaña con dos tostadas con queso crema y dulce de leche. Va hasta la puerta el dia esta soleado pero un poco húmedo camina cinco cuadras hasta la estación, salía con remera negra y jeans el día estaba soleado espera quince minutos llega el tren se dirige a su trabajo que queda en la calle carapachay en el barrio caballito saluda a sus compañeros de trabajo y se pone a leer mensajes después se va a su casa, que queda en la calle saavedra en el barrio de once y quería probar unos videojuegos que se había comprado la noche anterior uno era de aventura y el otro era de acción la aburrieron y decidió leer un libro se lo ve a él apoyado en una mesada frente a una ventana con la luz que le da al libro leyendo con una taza de cafe
S12NH;al principio había una cama dos tazas de café en una mesita de luz se levantaba temprano a las ocho desayunaba una taza de café con dos tostadas con manteca y dulce y de ahí se iba a trabajar antes de empezar a trabajar tenía que hacer llamadas importantes y después tipo once y media empezar a trabajar y se preparaba una taza de café después se juntaba, con el grupo de trabajo para hablar sobre idea para las toallitas femeninas ladysoft y después se iba a comprar verduras y lácteos tenía que hacer compras de eso y después llega a la casa guarda las cosas lo que compro después se saca la ropa de la oficina y se pone la ropa de hacer gimnasia y se va a hacer gimnasia la rutina misma que todos los dias hace y después se prepara para ir a una cita de tinder en un bar lo espera en una barra. Y después llega a su casa pasada la medianoche se acuesta a leer un libro de psicología revisa sus redes sociales y después de media hora se duerme.
S12NH;se levantaba temprano para desayunar desayunaba tostadas con manteca después se iba a trabajar y antes de trabajar hacia llamadas importantes y después de eso recién empezaba a trabajar tipo once y media y tomaba una taza de cafe y despues se ponia a hablar de marketing con los compañero, de una marca de toallitas femenina ladysoft después se iba a comprar compraba las cosas compraba las cosas de la semana lácteos y verduras después se cambiaba se iba a correr hacia la rutina todos los días después llegaba a la casa se cambiaba se iba a un bar un café a ver a alguien que conoció por redes sociales. después llegaba a su casa casi a la medianoche y después de revisar media horas las redes sociales leía un libro y se dormía.
S12NH;después de una buena noche de sueño se levanta a las siete y media de la mañana para ir a trabajar y apenas se levanta tiene dos camisas para elegir una a rayas azules y otra a cuadro de colores y de ahí se va a bañar se pone gel en el pelo se produce y se cambia para salir y se va a tomar mate, pone a calentar la pava para tomar mate con dos tostadas con manteca y dulce de leche después sale a trabajar a las ocho se va a trabajar y va caminando hasta la estación de trenes de caballito y toma el tren hasta el trabajo que es en la calle saavedra en Once  y se pone a hablar con los compañeros de trabajo después se pone a jugar a la play porque quiere probar dos juegos que descargo la noche anterior uno de carrera y otro de aventura después los juegos lo aburren y se pone a tomar un té verde.
S12NH;después de una buena noche de sueño se levanta a la siete de la mañana y tiene para elegir dos camisas una a cuadros azul y otra a rayas con colores y después se va a bañar se prepara sale toma mate con tostada y a la siete y media sale para el trabajo, toma el tren en la estación y el trabajo está en palermo en la calle saavedra.
